"28" ,10 ,"Fremont" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"YES" ,"302744" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"YES" ,"302744" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"YES" ,"302744" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"YES" ,"302744" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"YES" ,"302744" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"YES" ,"302744" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"NO" ,"302741" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"NO" ,"302741" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"NO" ,"302741" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"NO" ,"302741" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"NO" ,"302741" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"NO" ,"302741" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"YES" ,"280081" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"YES" ,"280081" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"YES" ,"280081" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"YES" ,"280081" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"YES" ,"280081" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"YES" ,"280081" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"NO" ,"280082" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"NO" ,"280082" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"NO" ,"280082" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"NO" ,"280082" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"NO" ,"280082" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"JUSTICE COURT -BROWN" ,"280080" ,"NP" ,"NO" ,"280082" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"FOR" ,"302804" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"FOR" ,"302804" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"FOR" ,"302804" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"FOR" ,"302804" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"FOR" ,"302804" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"FOR" ,"302804" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"AGAINST" ,"302801" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"AGAINST" ,"302801" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"AGAINST" ,"302801" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"AGAINST" ,"302801" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"AGAINST" ,"302801" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"AGAINST" ,"302801" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"FOR" ,"302824" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"FOR" ,"302824" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"FOR" ,"302824" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"FOR" ,"302824" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"FOR" ,"302824" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"FOR" ,"302824" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"AGAINST" ,"302821" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"AGAINST" ,"302821" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"AGAINST" ,"302821" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"AGAINST" ,"302821" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"AGAINST" ,"302821" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"AGAINST" ,"302821" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"FOR" ,"302844" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"FOR" ,"302844" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"FOR" ,"302844" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"FOR" ,"302844" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"FOR" ,"302844" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"FOR" ,"302844" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"AGAINST" ,"302841" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"AGAINST" ,"302841" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"AGAINST" ,"302841" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"AGAINST" ,"302841" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"AGAINST" ,"302841" ,"NP" ,0 ,
"28" ,50 ,"Lyman 2" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"AGAINST" ,"302841" ,"NP" ,0 ,
