"1" ,10 ,"Beaver #1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,251 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,90 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,16 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"ROBERT BRUCE BROWN" ,"010310" ,"DEM" ,358 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,4 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY RECORDER" ,"010300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,5 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,258 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,96 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,17 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"TRENT BROWN" ,"010410" ,"REP" ,372 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ASSESSOR" ,"010400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,263 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,90 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,16 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"LEEANN M. DALTON" ,"010510" ,"REP" ,370 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY TREASURER" ,"010500" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"CAMERON M. NOEL" ,"010610" ,"REP" ,235 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"CAMERON M. NOEL" ,"010610" ,"REP" ,90 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"CAMERON M. NOEL" ,"010610" ,"REP" ,16 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"CAMERON M. NOEL" ,"010610" ,"REP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"CAMERON M. NOEL" ,"010610" ,"REP" ,342 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Write-in 30" ,"" ,"NP" ,15 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY SHERIFF" ,"010600" ,"NP" ,"Write-in 30" ,"" ,"NP" ,18 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"VON J. CHRISTIANSEN" ,"010710" ,"DEM" ,234 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"VON J. CHRISTIANSEN" ,"010710" ,"DEM" ,92 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"VON J. CHRISTIANSEN" ,"010710" ,"DEM" ,14 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"VON J. CHRISTIANSEN" ,"010710" ,"DEM" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"VON J. CHRISTIANSEN" ,"010710" ,"DEM" ,341 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"COUNTY ATTORNEY" ,"010700" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,206 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,78 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,14 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,2 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,300 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,40 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,18 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,3 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"APPEALS COURT - W. THORNE, JR" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,61 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"Registered Voters" ,"" ,"NP" ,654 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"YES" ,"302684" ,"NP" ,221 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"YES" ,"302684" ,"NP" ,76 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"YES" ,"302684" ,"NP" ,12 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"YES" ,"302684" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"YES" ,"302684" ,"NP" ,310 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"NO" ,"302681" ,"NP" ,37 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"NO" ,"302681" ,"NP" ,19 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"NO" ,"302681" ,"NP" ,4 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"NO" ,"302681" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"DISTRICT COURT - BEACHAM" ,"302680" ,"NP" ,"NO" ,"302681" ,"NP" ,60 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"1" ,20 ,"Beaver #2" ,"JUVENILE COURT - CHAMBERLAIN" ,"302700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
