"22" ,10 ,"Abraham" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,158 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,35 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,13 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"YES" ,"302544" ,"NP" ,206 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,49 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,22 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,3 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - LAYCOCK" ,"302540" ,"NP" ,"NO" ,"302541" ,"NP" ,74 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,155 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,37 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,12 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,204 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,49 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,20 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,4 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,73 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,158 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,36 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,12 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,206 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,47 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,21 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,4 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,72 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,155 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,38 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,11 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,204 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,49 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,20 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,4 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,73 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,152 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,37 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,14 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,203 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,53 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,21 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,3 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,77 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,94 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,26 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,14 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,134 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,126 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,32 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,5 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,163 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,466 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,98 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,27 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,14 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,0 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,139 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,122 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,32 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,5 ,
"22" ,60 ,"Fillmore 2" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,0 ,
