"26" ,10 ,"Heber 1.1 " ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,33 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,16 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"YES" ,"301564" ,"NP" ,51 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,12 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,3 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MCDADE" ,"302560" ,"NP" ,"NO" ,"301561" ,"NP" ,17 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,34 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,16 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"YES" ,"302584" ,"NP" ,52 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,12 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,3 ,
"26" ,60 ,"County 4.3" ,"DISTRICT COURT - MORTENSEN" ,"302580" ,"NP" ,"NO" ,"302581" ,"NP" ,17 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,33 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,16 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"YES" ,"302664" ,"NP" ,51 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,12 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,3 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - BAZZELLE" ,"302660" ,"NP" ,"NO" ,"302661" ,"NP" ,17 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,33 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,18 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,53 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,12 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,3 ,
"26" ,60 ,"County 4.3" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,15 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,41 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,15 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,4 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"YES" ,"260180" ,"NP" ,60 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,7 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,3 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"JUSTICE COURT - MCCOTTER" ,"281000" ,"NP" ,"NO" ,"260190" ,"NP" ,12 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,36 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,9 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,47 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,19 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,12 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,4 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,35 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,44 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,18 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,4 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,66 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,13 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,3 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,18 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,29 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,16 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,2 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"YES" ,"302844" ,"NP" ,47 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,27 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,5 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,4 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"NO" ,"302841" ,"NP" ,36 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"Registered Voters" ,"" ,"NP" ,137 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,31 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,15 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,1 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"YES" ,"302864" ,"NP" ,47 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,26 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,6 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,5 ,
"26" ,60 ,"County 4.3" ,"CONST AMENDMENT D" ,"302860" ,"NP" ,"NO" ,"302861" ,"NP" ,37 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"26" ,70 ,"Heber 5.1" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
