"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,567 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,231 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,18 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,16 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,265 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,67 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,7 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,12 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,86 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,567 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,271 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,23 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,23 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,317 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,567 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,232 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,20 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,20 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,272 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,43 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,4 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,3 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"COURTOFAPPEALS W. THORNE" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,50 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"Registered Voters" ,"" ,"NP" ,567 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"YES" ,"302784" ,"NP" ,222 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"YES" ,"302784" ,"NP" ,21 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"YES" ,"302784" ,"NP" ,17 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"YES" ,"302784" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"YES" ,"302784" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"YES" ,"302784" ,"NP" ,260 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"NO" ,"302781" ,"NP" ,53 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"NO" ,"302781" ,"NP" ,3 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"NO" ,"302781" ,"NP" ,5 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"NO" ,"302781" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"NO" ,"302781" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -G. HARMOND" ,"302780" ,"NP" ,"NO" ,"302781" ,"NP" ,61 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"Registered Voters" ,"" ,"NP" ,567 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"YES" ,"302764" ,"NP" ,231 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"YES" ,"302764" ,"NP" ,20 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"YES" ,"302764" ,"NP" ,20 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"YES" ,"302764" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"YES" ,"302764" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"YES" ,"302764" ,"NP" ,271 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"NO" ,"302761" ,"NP" ,43 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"NO" ,"302761" ,"NP" ,3 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"NO" ,"302761" ,"NP" ,3 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"NO" ,"302761" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"NO" ,"302761" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"DISTRICT COURT -D. THOMAS" ,"302760" ,"NP" ,"NO" ,"302761" ,"NP" ,49 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"Registered Voters" ,"" ,"NP" ,567 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"YES" ,"080901" ,"NP" ,248 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"YES" ,"080901" ,"NP" ,22 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"YES" ,"080901" ,"NP" ,24 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"YES" ,"080901" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"YES" ,"080901" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"YES" ,"080901" ,"NP" ,294 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"NO" ,"080902" ,"NP" ,43 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"NO" ,"080902" ,"NP" ,3 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"NO" ,"080902" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"NO" ,"080902" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"NO" ,"080902" ,"NP" ,0 ,
"8" ,3 ,"3.5,3.6" ,"JUSTICE COURT -STREAM" ,"080900" ,"NP" ,"NO" ,"080902" ,"NP" ,47 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,3 ,"3.5,3.6" ,"STATE SCHOOL BOARD D14" ,"302080" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
